timestamp,city,temperature,description
2026-07-14T21:03:41.488Z,undefined,19.56,clear sky
2026-07-14T22:59:45.339Z,undefined,17.89,clear sky
2026-07-15T02:47:52.597Z,undefined,16.23,clear sky
2026-07-15T06:18:29.713Z,undefined,20.11,clear sky
2026-07-15T10:06:43.501Z,undefined,25.67,clear sky
2026-07-15T13:51:19.039Z,undefined,28.45,clear sky
2026-07-15T15:36:44.769Z,undefined,29,few clouds
2026-07-15T17:21:09.323Z,undefined,26.78,few clouds
2026-07-15T19:17:29.721Z,undefined,24,clear sky
2026-07-15T21:03:52.836Z,undefined,22.34,clear sky
2026-07-15T23:00:25.761Z,undefined,20.11,clear sky
2026-07-16T02:54:20.711Z,undefined,18.45,clear sky
2026-07-16T06:22:11.258Z,undefined,22.34,clear sky
2026-07-16T10:13:34.471Z,undefined,27.34,clear sky
2026-07-16T14:02:36.740Z,undefined,29,clear sky
2026-07-16T17:22:46.134Z,undefined,27.34,clear sky
2026-07-16T19:18:32.844Z,undefined,24.56,clear sky
2026-07-16T21:05:27.548Z,undefined,22.34,clear sky
2026-07-16T23:00:41.513Z,undefined,20.67,clear sky
2026-07-17T02:56:55.158Z,undefined,19,clear sky
2026-07-17T06:20:31.780Z,undefined,21.78,clear sky
2026-07-17T10:02:13.652Z,undefined,26.23,scattered clouds
2026-07-17T13:47:14.113Z,undefined,28.45,scattered clouds
2026-07-17T15:16:36.418Z,undefined,27.89,scattered clouds
2026-07-17T17:15:54.017Z,undefined,26.23,few clouds
2026-07-17T19:16:29.381Z,undefined,24.56,scattered clouds
2026-07-17T20:59:52.459Z,undefined,22.34,broken clouds
2026-07-17T22:53:07.312Z,undefined,21.23,broken clouds
2026-07-18T02:49:20.265Z,undefined,19,clear sky
2026-07-18T06:08:17.498Z,undefined,22.89,clear sky
2026-07-18T09:37:23.199Z,undefined,26.23,clear sky
2026-07-18T11:07:25.412Z,undefined,27.34,clear sky
2026-07-18T13:24:42.926Z,undefined,29,few clouds
2026-07-18T14:58:07.202Z,undefined,29,scattered clouds
2026-07-18T17:01:51.725Z,undefined,27.89,broken clouds
2026-07-18T19:10:31.155Z,undefined,25.67,broken clouds
2026-07-18T20:54:51.391Z,undefined,23.45,scattered clouds
2026-07-18T22:54:50.088Z,undefined,22.34,scattered clouds
2026-07-19T03:19:32.275Z,undefined,19.56,clear sky
2026-07-19T06:33:54.282Z,undefined,24,clear sky
2026-07-19T09:54:59.392Z,undefined,29.56,clear sky
2026-07-19T11:11:45.183Z,undefined,29.56,clear sky
2026-07-19T13:26:09.936Z,undefined,30.67,clear sky
2026-07-19T15:00:07.576Z,undefined,31.23,clear sky
2026-07-19T17:01:43.604Z,undefined,30.67,clear sky
2026-07-19T19:11:43.107Z,undefined,22.91,clear sky
2026-07-19T20:55:35.808Z,undefined,25.67,clear sky
2026-07-19T22:56:27.944Z,undefined,24,clear sky
2026-07-20T03:33:35.687Z,undefined,21.23,clear sky
2026-07-20T06:51:04.925Z,undefined,27.34,clear sky
2026-07-20T10:56:28.740Z,undefined,32.34,clear sky
2026-07-20T14:15:41.714Z,undefined,32.89,clear sky
2026-07-20T18:07:51.640Z,undefined,28.45,clear sky
2026-07-20T21:14:42.581Z,undefined,25.11,clear sky
2026-07-20T23:03:33.865Z,undefined,23.45,clear sky
2026-07-21T03:14:42.557Z,undefined,21.23,clear sky
2026-07-21T06:32:47.677Z,undefined,25.11,clear sky
2026-07-21T10:27:43.982Z,undefined,30.67,clear sky
2026-07-21T14:02:28.702Z,undefined,32.34,clear sky
2026-07-21T17:24:58.561Z,undefined,28.45,clear sky
2026-07-21T19:36:51.576Z,undefined,23.47,clear sky
2026-07-21T21:14:26.490Z,undefined,21.25,clear sky
2026-07-21T23:00:57.007Z,undefined,21.25,clear sky
2026-07-22T02:57:19.373Z,undefined,20.11,clear sky
2026-07-22T06:32:53.768Z,undefined,24,clear sky
2026-07-22T10:29:12.038Z,undefined,29.56,clear sky
2026-07-22T14:05:29.419Z,undefined,31.23,clear sky
2026-07-22T17:24:05.397Z,undefined,29,clear sky
2026-07-22T19:26:47.517Z,undefined,24.58,clear sky
2026-07-22T21:13:04.529Z,undefined,25.11,clear sky
2026-07-22T23:08:38.915Z,undefined,24,clear sky
2026-07-23T03:19:14.263Z,undefined,21.23,clear sky
2026-07-23T06:33:01.663Z,undefined,24,clear sky
2026-07-23T10:26:46.898Z,undefined,27.89,scattered clouds
2026-07-23T14:10:51.543Z,undefined,28.45,few clouds
2026-07-23T17:26:30.374Z,undefined,24,clear sky
2026-07-23T19:23:43.458Z,undefined,20.67,clear sky
2026-07-23T21:08:33.306Z,undefined,19,clear sky
2026-07-23T23:00:13.014Z,undefined,17.89,clear sky
2026-07-24T03:13:08.580Z,undefined,13.39,clear sky
2026-07-24T06:29:06.986Z,undefined,19.56,clear sky
2026-07-24T10:23:02.332Z,undefined,25.11,broken clouds
2026-07-24T13:53:01.152Z,undefined,26.23,clear sky
2026-07-24T15:27:15.462Z,undefined,26.23,clear sky
2026-07-24T17:40:31.074Z,undefined,22.34,light rain
2026-07-24T19:35:10.466Z,undefined,17.89,overcast clouds
2026-07-24T21:07:47.571Z,undefined,17.89,overcast clouds
2026-07-24T23:04:09.280Z,undefined,18.45,broken clouds
2026-07-25T03:11:20.045Z,undefined,16.78,overcast clouds
2026-07-25T06:20:39.520Z,undefined,15.13,light rain
2026-07-25T09:53:00.511Z,undefined,19.58,light rain
2026-07-25T11:14:15.973Z,undefined,19.8,light rain
2026-07-25T13:43:34.327Z,undefined,18.47,overcast clouds
2026-07-25T15:07:00.499Z,undefined,16.25,overcast clouds
2026-07-25T17:03:14.781Z,undefined,15.67,light rain
2026-07-25T19:13:55.404Z,undefined,15.67,overcast clouds
2026-07-25T20:57:13.532Z,undefined,15.11,overcast clouds
2026-07-25T22:58:15.341Z,undefined,14.56,overcast clouds
2026-07-26T03:24:08.864Z,undefined,14.56,overcast clouds
2026-07-26T06:39:56.365Z,undefined,18.45,clear sky
2026-07-26T10:03:58.033Z,undefined,21.78,clear sky
2026-07-26T13:38:06.364Z,undefined,24.56,broken clouds
2026-07-26T15:08:47.013Z,undefined,24.56,scattered clouds
2026-07-26T17:06:42.978Z,undefined,23.45,scattered clouds
2026-07-26T19:17:14.395Z,undefined,19.56,clear sky
2026-07-26T21:02:00.965Z,undefined,18.45,clear sky
2026-07-26T23:01:32.797Z,undefined,16.78,clear sky
2026-07-27T03:33:53.079Z,undefined,15.11,clear sky
2026-07-27T07:36:50.709Z,undefined,21.78,clear sky
2026-07-27T11:29:11.029Z,undefined,26.23,clear sky
2026-07-27T14:45:02.899Z,undefined,28.45,clear sky
2026-07-27T17:45:39.819Z,undefined,25.11,clear sky
2026-07-27T19:40:34.119Z,undefined,24.56,clear sky
2026-07-27T21:15:12.052Z,undefined,23.45,clear sky
2026-07-27T23:06:29.105Z,undefined,21.23,clear sky
2026-07-28T02:49:54.839Z,undefined,19.56,clear sky
2026-07-28T06:30:16.347Z,undefined,22.89,clear sky
2026-07-28T10:39:13.361Z,undefined,29.56,clear sky
2026-07-28T14:19:44.020Z,undefined,29,few clouds
2026-07-28T17:38:05.383Z,undefined,25.11,scattered clouds
2026-07-28T19:38:12.754Z,undefined,22.89,clear sky
2026-07-28T21:11:57.066Z,undefined,21.78,clear sky
2026-07-28T23:03:27.360Z,undefined,20.67,clear sky
2026-07-29T02:56:46.638Z,undefined,18.45,clear sky
2026-07-29T06:35:11.093Z,undefined,20.67,clear sky
2026-07-29T10:42:36.771Z,undefined,26.78,clear sky
2026-07-29T14:19:50.561Z,undefined,27.89,clear sky
2026-07-29T17:18:52.525Z,undefined,24,clear sky
2026-07-29T19:22:51.566Z,undefined,20.67,clear sky
2026-07-29T21:00:26.861Z,undefined,18.45,clear sky
2026-07-29T23:00:48.129Z,undefined,16.23,clear sky
2026-07-30T02:42:06.405Z,undefined,14,clear sky
2026-07-30T06:31:59.161Z,undefined,17.89,clear sky
2026-07-30T10:28:55.178Z,undefined,23.45,clear sky
2026-07-30T14:11:22.901Z,undefined,26.23,clear sky
2026-07-30T17:39:36.180Z,undefined,21.78,clear sky
2026-07-30T19:39:14.370Z,undefined,18.45,clear sky
2026-07-30T21:15:10.120Z,undefined,17.34,clear sky
2026-07-30T23:11:31.327Z,undefined,16.23,clear sky
2026-07-31T03:24:11.335Z,undefined,15.11,clear sky
2026-07-31T06:48:30.733Z,undefined,18.45,clear sky
2026-07-31T10:42:49.126Z,undefined,24.58,clear sky
2026-07-31T14:18:20.972Z,undefined,25.67,clear sky
2026-07-31T17:42:53.207Z,undefined,21.23,clear sky
2026-07-31T19:40:10.566Z,undefined,19.56,clear sky
2026-07-31T21:10:28.498Z,undefined,18.45,clear sky
2026-07-31T23:05:21.296Z,undefined,17.34,clear sky
2026-08-01T03:22:45.747Z,undefined,15.67,clear sky
2026-08-01T06:33:09.420Z,undefined,20.11,clear sky
2026-08-01T10:02:51.303Z,undefined,24.56,clear sky
2026-08-01T13:36:28.771Z,undefined,27.34,clear sky
2026-08-01T15:03:51.789Z,undefined,26.78,clear sky
2026-08-01T17:04:11.856Z,undefined,25.67,clear sky
2026-08-01T19:14:38.464Z,undefined,22.89,clear sky
2026-08-01T20:58:18.111Z,undefined,21.78,clear sky
2026-08-01T22:57:59.947Z,undefined,20.11,clear sky
2026-08-02T03:22:38.725Z,undefined,17.89,clear sky
2026-08-02T06:37:07.883Z,undefined,22.34,clear sky
2026-08-02T10:00:30.380Z,undefined,27.34,clear sky
2026-08-02T13:37:04.525Z,undefined,31.23,clear sky
2026-08-02T15:05:39.434Z,undefined,31.23,clear sky
2026-08-02T17:04:33.520Z,undefined,30.11,clear sky
2026-08-02T19:16:38.196Z,undefined,26.78,few clouds
2026-08-02T20:59:58.862Z,undefined,25.11,clear sky
2026-08-02T22:58:38.442Z,undefined,23.45,clear sky
2026-08-03T03:24:33.932Z,undefined,21.23,clear sky
2026-08-03T07:31:44.923Z,undefined,27.34,clear sky
2026-08-03T11:29:30.127Z,undefined,32.34,clear sky
2026-08-03T14:48:15.508Z,undefined,32.34,clear sky
2026-08-03T17:54:56.859Z,undefined,27.34,clear sky
2026-08-03T19:42:50.866Z,undefined,25.11,clear sky
2026-08-03T21:08:08.275Z,undefined,24,clear sky
2026-08-03T23:05:33.601Z,undefined,22.34,clear sky
2026-08-04T02:53:10.523Z,undefined,20.11,clear sky
2026-08-04T06:30:33.127Z,undefined,24,clear sky
2026-08-04T10:43:19.071Z,undefined,30.11,clear sky
2026-08-04T14:25:12.121Z,undefined,32.34,clear sky
2026-08-04T17:51:49.276Z,undefined,26.78,clear sky
2026-08-04T19:41:45.533Z,undefined,24,clear sky
2026-08-04T21:15:21.302Z,undefined,22.89,clear sky
2026-08-04T23:05:56.307Z,undefined,21.23,clear sky
2026-08-05T02:50:02.472Z,undefined,19.56,clear sky
2026-08-05T06:31:19.067Z,undefined,23.45,clear sky
2026-08-05T10:40:27.114Z,undefined,29.56,clear sky
2026-08-05T14:19:04.811Z,undefined,31.78,clear sky
2026-08-05T17:43:59.955Z,undefined,28.45,few clouds
2026-08-05T19:41:06.991Z,undefined,26.23,clear sky
2026-08-05T21:15:24.378Z,undefined,24.56,clear sky
2026-08-05T23:03:45.381Z,undefined,22.89,clear sky
2026-08-06T02:53:16.399Z,undefined,20.67,clear sky
2026-08-06T06:34:51.433Z,undefined,24.56,clear sky
2026-08-06T10:42:57.730Z,undefined,30.11,clear sky
2026-08-06T14:22:04.644Z,undefined,32.34,clear sky
2026-08-07T00:05:26.553Z,undefined,22.89,few clouds
2026-08-07T04:28:22.666Z,undefined,20.67,clear sky
2026-08-07T07:22:00.248Z,undefined,26.78,clear sky
2026-08-07T09:03:29.711Z,undefined,29,clear sky
2026-08-07T10:56:19.695Z,undefined,31.23,clear sky
2026-08-07T13:12:38.273Z,undefined,32.34,clear sky
2026-08-07T14:56:18.666Z,undefined,32.34,clear sky
2026-08-07T16:56:57.958Z,undefined,30.67,clear sky
2026-08-07T19:02:24.912Z,undefined,26.78,clear sky
2026-08-07T20:45:53.717Z,undefined,25.67,clear sky
2026-08-07T22:40:20.580Z,undefined,24.56,clear sky
2026-08-08T01:54:05.433Z,undefined,22.34,clear sky
2026-08-08T03:36:44.621Z,undefined,21.23,clear sky
2026-08-08T05:01:17.577Z,undefined,22.34,clear sky
2026-08-08T06:59:34.178Z,undefined,25.67,few clouds
2026-08-08T08:47:38.841Z,undefined,29.56,clear sky
2026-08-08T10:37:23.714Z,undefined,31.23,clear sky
2026-08-08T12:55:59.762Z,undefined,31.78,clear sky
2026-08-08T14:35:04.757Z,undefined,32.34,clear sky
2026-08-08T16:38:14.735Z,undefined,30.67,clear sky
2026-08-08T18:42:41.849Z,undefined,26.78,clear sky
2026-08-08T20:34:27.239Z,undefined,25.11,clear sky
2026-08-08T22:33:13.615Z,undefined,23.45,clear sky
2026-08-09T02:01:39.511Z,undefined,21.23,clear sky
2026-08-09T05:09:46.447Z,undefined,21.78,clear sky
2026-08-09T07:02:06.228Z,undefined,25.11,clear sky
2026-08-09T08:48:47.184Z,undefined,27.89,clear sky
2026-08-09T10:38:45.189Z,undefined,30.11,clear sky
2026-08-09T12:58:37.015Z,undefined,31.23,broken clouds
2026-08-09T14:38:19.479Z,undefined,34.61,broken clouds
2026-08-09T16:39:49.567Z,undefined,29.56,broken clouds
2026-08-09T18:46:54.354Z,undefined,25.67,few clouds
2026-08-09T20:36:57.842Z,undefined,24,clear sky
2026-08-09T22:35:15.358Z,undefined,22.89,clear sky
2026-08-10T02:06:04.665Z,undefined,21.23,clear sky
2026-08-10T05:36:29.768Z,undefined,22.34,clear sky
2026-08-10T07:48:28.880Z,undefined,26.23,clear sky
2026-08-10T09:26:32.135Z,undefined,27.89,clear sky
2026-08-10T11:11:47.313Z,undefined,30.11,clear sky
2026-08-10T13:17:33.827Z,undefined,31.23,broken clouds
2026-08-10T15:02:21.778Z,undefined,30.11,few clouds
2026-08-10T16:57:00.577Z,undefined,28.45,few clouds
2026-08-10T19:02:17.375Z,undefined,25.67,clear sky
2026-08-10T20:47:55.060Z,undefined,24.56,clear sky
2026-08-10T22:41:29.528Z,undefined,23.45,clear sky
2026-08-11T02:01:15.860Z,undefined,21.23,clear sky
2026-08-11T05:13:09.239Z,undefined,22.34,clear sky
2026-08-11T07:13:58.514Z,undefined,25.11,clear sky
2026-08-11T09:02:26.355Z,undefined,28.45,clear sky
2026-08-11T10:53:19.674Z,undefined,29.56,clear sky
2026-08-11T13:14:23.020Z,undefined,31.23,clear sky
2026-08-11T15:01:31.105Z,undefined,30.67,clear sky
2026-08-11T17:00:25.379Z,undefined,29,clear sky
2026-08-11T19:06:52.852Z,undefined,26.78,clear sky
2026-08-11T20:50:27.837Z,undefined,25.11,clear sky
2026-08-11T22:48:33.411Z,undefined,23.45,clear sky
2026-08-12T02:16:41.215Z,undefined,21.78,clear sky
2026-08-12T05:39:43.637Z,undefined,22.89,clear sky
2026-08-12T07:38:25.870Z,undefined,26.23,clear sky
2026-08-12T09:14:52.422Z,undefined,29,clear sky
2026-08-12T11:02:03.751Z,undefined,30.67,clear sky
2026-08-12T13:17:57.294Z,undefined,31.23,clear sky
2026-08-12T15:00:44.083Z,undefined,31.78,clear sky
2026-08-12T16:59:34.500Z,undefined,29.56,clear sky
2026-08-12T19:05:51.880Z,undefined,26.78,clear sky
2026-08-12T20:50:37.273Z,undefined,24.68,clear sky
2026-08-12T22:45:32.469Z,undefined,22.89,clear sky
2026-08-13T02:20:21.319Z,undefined,20.11,clear sky
2026-08-13T05:42:46.621Z,undefined,22.34,clear sky
2026-08-13T07:39:56.035Z,undefined,25.17,clear sky
